,content
7014,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel.."
28385,Have 3 of the 5 grandbabies again today. 19 month old twins and a 3 1/2 month infant. I love every minute of it too.
10475,@JammyRabbins i wish you were playing at MY prom
39782,Happy mother's day to all the mums out there
36789,@wlauw  yea dongggg
38312,@GabezRosales i'm still crossing my fingers for a fun group
17767,@Shangstavic ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!
11611,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
39584,Round and Round the Garden: The amazing thing is that he's still talking to me!  http://tinyurl.com/dx8as4
39599,@jessicasimpson http://twitpic.com/4wb8q -  Gooood
25926,@twebbstack I know  haha night
8511,@IanMcNaughton you need to share the h/w love! Some of us are still rocking 2008's gear.
17240,@jennabeaniscool won't need my hugs anymore
6016,I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;
8209,@bethanyshondark Ouch. Better get used to it. I think 22 to 25 are prime marriage years.
14366,facebook is being a bitch
39814,@timlichfield alreet chap! Have an awesome time! N congrats on it recent results!
14994,"on my way out the door to finish putting veggie plants in my garden,after it was demolished by birds/rabbits last wk"
6028,wishes he could be with that special someone....
9946,I might get kicked out of school. Thing is they don't know that most of us need a job to live in this city.
1015,@shaundiviney i didnt get the msg!! :'( but i bought princess
34432,@yellowpeel The sight of it made my afternoon
26768,@impaulgriffiths pauly wallly ! you made my life fucking happy as hell and i love you x3 you should reply back to me
25742,@BamaBlockhead No.. $16 is a good price considering WHO you are going to see!    Right?
11866,@TearBear7   Bummer.  I hope it doesn't continue too long.
2293,cant sleep  so tired! goodnight... maybe :/
8900,@renay How come?
24847,Loves her david soooooo much &lt;3
33496,I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9
1328,@AshleyGofficial aww dont cry ashley
38334,@fletcherxx maxxie and anwar. ep 5? i think. i am up to that one next.
27268,There's starwars day? ) OMG Rocio!
39988,"had SUCH and AMAZING time last night, McFly were INCREDIBLE"
20718,back home. man im hungry. getting ready..shopping
3767,Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.
20389,working the graveyard shift!
15643,and its over now  watch on now? hmmm
31280,"@CrysWinchester HAHAAH! Crys, you blowing the fuses is a typical move"
30223,- going somewhat out of town? (x visitng uncle boyet &amp; famm!
20551,had a funny time at neball against PLC  score: 48-3. what a game.
16962,It's starting to look like the @ScifiLeague website may not happen in any form
13579,Finally get to lay down for a bit i have a major headache
4456,"Tati, I sent you an emal doll, did you get it?    @littletati"
2088,So damn tired! Another long day trw!
21255,@AJinYourMouth taking out all my trash   http://twitpic.com/4ja8m
14389,@bellware not an easy place for me to access   Task-based ux is something I've been thinking about. I'd like to hear the criticisms.
38058,just woke up...feelin a lil better  &lt;3
466,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
21391,DONE--IT'S SUMMER!!!
19449,@ltyson yay asap lol awwh I miss our friday night happy hours even luna del sea and the &quot;boy&quot; hahahaha
38615,@gfalcone601 dont you think this tour went fast? i do
35820,@Rayyychell They're for my mama  I always bake late and get worried that the mixer is gonna bother people.
18084,My vibe is currently downed.  The only thing amusing me is my Joker shirt. *Looks down and pokes shirt* I want a peanut butter sandwich...
5481,"i forgot to put my work clothes in the dryer  also, i love my new slippers!"
25322,Reporting form IIT Delhi : Rains just started here..Picking up speed...Providing welcome relief to all hostels!!
23323,@Darcevarchy Re novel - will keep you posted
21741,@windminstrel Work.
8701,bye bye South Beach....u never let me down
37536,@bradiewebbstack awww ily you're so sweet
17882,I think I lost all of my blog posts
15659,what the hell is follow friday?? don't get it
34246,"watching men n blk 2, wishin all the mums happy mother's day"
31774,"Going to bed, with peter."
25630,@dizzyupthegirl thankyooooou
36068,Happy Mother's Day. . .
2521,"i didn't have fun at the club tonight, had a lot on my mind"
23297,It worked. Cool AND the gang!
3312,IBood DOWN
16257,#followfriday @nickw84 @kevkevv @vjartist @liverpool10 follow these ppl ... they are interesting .. @vjartist doesnt tweet much though
8520,i dreamt about monsters last night.  like a little girl.
16267,I hate my vserver. Java says: Could not reserve enough space for object heap
14331,dared to go back and look at that vid I made - I may take it down
19330,"@Gilove2dance Awww, *hugs* I wish I could help."
2966,@Lucalexa thanks  scared of dentists.. looks like I am going to have to get over it and go
15782,Frustrated with life on a whole new level  Trying to trust God in all of this.
24095,Up way way way to early this am....thanks @shane_benson
37127,Toasted blueberry and White chocolate scone the breakfast of champions
21895,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!
3205,@rms70 ooh how is Milan? i could do with a holiday! Bfoyf is off to Geneva today visiting fam so ive got a weekend on my own
441,missed iron chef
29381,"@howie_d aww thats so awesome, i can imagine your little one with a head full of curly hair - i adore Leigh, shes so great"
29077,"In bed now  tonight has been really really funny, best family ever !"
321,no more arrested development. i am sad.
33685,"@lanaclevermomme @thepalmgifts i love that show. I would totally go on Time Bandit #deadliestcatch TPG:&quot;Love ocean, crab legs suspense&quot;"
14741,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2!"
6057,I miss laughing till my stomache hurts
13474,"@shelleyellie Aw, thanks. Slowly getting over it.  Yep, he tweaked his knee late in the third. Basically stood still for the last 2 games."
31655,@arinbjorn Thank you for sharing. I appreciate your honesty  I hadn't tweeted for 30 some odd hours and got a little tweet happy.
7685,@markhoppus i'm upset because i couldnt get any tickets on the KROQ presale.
26950,"Apples to apples with the girls back in long island, then ihop  I wish this sunburn would peace out"
31581,"@sueandsteve Wow, thats quite the trip!"
1247,so much fun at the beach today!  and delicious dinner at @kimbononowowo's house!! i friggin love Mark and Josh!! I'm gonna miss them!!
19623,cant get onto twitter on the Internet
10246,Off to guitar now! I almost said swim. Phew!!
37026,@Hyperopia That's gorgeous. I'll check out your new pics!
13832,I always want to be perfect. Thatï¿½s so hard cause I even know that itï¿½s impossible. ...
32604,@WeddingTresses what fun are you speaking of?
11416,working weekend it looks like
24895,"woohoo 69th (oh er) place  1/3 of my category behind me... not bad for 1 gear, big wheels, no suspension and no training!!"
2547,Have you ever realized you never fully have everything you want?  feelin' down.
7140,@Bronte9 Hugs to hubby! I'll probably be in the same place come the 1st of September.
27588,@Cpopulus happy birthday corey!!
32013,@Sue_Moe well it is #stalkersaturday after all
26030,@elle6503 Woo Hoo.!  I made it to one of your Favorites!  See.... Monday's Rock!!
30970,"its a beautiful,albeit, windy at times, night in So No...."
21449,Bom dia  Rembrandt Impact Basin on Mercury - http://antwrp.gsfc.nasa.gov/apod/ap090504.html
13567,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.
4275,"It's beautiful outside. The sun is shining, the birds are singing and I? I'm studying  Wish it were already vacation."
13949,@Kevinchinart But I really want a Sporebat pet.
6123,@inoverflow I need to cancel my appt for 1 have to be home from1-5 for washing machine repair man can I do on the am? So sorry
26132,is at Klaudine's. Again...
26082,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8
8108,to cold for the beach  sucky.
39304,goin to watch some friends DVD's
18416,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than @ASU   Having fun so far!
26982,@subtleserpent I'm fine - day off actually so relaxing with laptop. Haven't done a single other thing yet.
4528,@jessiemayumi Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
25981,Tweetioi in class is a real problem  =Taylor=
25676,@jpiasentin bawkmarked
25359,oh yes! Level 40
28168,"@mikebrinkman Actually, the post shows they know what happens when you overflow..."
32619,"@hma4983 I'm a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?"
33166,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?
29031,"@xCUNHAx o yea? awwww, how sweet!! U r good kids!"
2798,wishing my days off were the same days that people wanted to party.
12564,I've experienced apathy over empathy in customer service situations too many times recently.
15769,"@ThisStarChild Night you. Damn did I give you #ff? If not, sorry, I will do a late one tomorrow. I always forget someone  night xxx"
12490,I lost my artistic abilities
9665,"Hey Dont Feel So Good,cuz i got in a car accedent yesterday."
35470,ok ok ok yall do me 1 more favor..... plz follow @dopeguhxfresh  .... i'll owe u lol
19881,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
8788,family are home doesnt seem like they missed me at all tbh
23404,"@jeffsonstein Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week"
11889,"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!"
37233,Happy mothers day!
35970,@ernalicious36 @raerosero thanks homskis! Its like christmas!
22849,I totally needed that sleep.  need to stretch and wash though now.
13775,"@ultramegaman I've never done a Friday digest... today is an anomaly, usually my schedule on Fridays doesn't leave time for it."
30303,took 8 trips to basement to move books from my room - i have a floor again
35357,I am at my grandparents place
7054,@XChadballX mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show &quot;m8&quot; bailed out
3702,Missing Going To Villa.. Another 2 Months With Out Them
31763,"@HannaHassan go to mid valley la boobs  haha! never mind la, i don't wanna go with you anyways"
39449,Time to turn the phone off and get a full nights sleep
1392,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!
