,content_mod
26080,watching loudquietloud documentary about the ever awesome pixies. realised joey santiago and david lovering are twitterers. fantastic   
6614,"google going down means doubleclick goes down too, means i can't get any work done.   "
30264, thank you. yes yes. hooray!   
13927, its ok mate i stayed in as well  losers aren't we   
28078,home from school now. watching that '70 show   
20309," nemm zdrojky mozilly ani perl, take z?stanu u sv vry ve schopnosti ohlohu   "
36045,"took yesterday off & treated myself to an outfit & shoes, i have not treated myself in a while, my mothers day gift to me   "
36046,"just got home from morongo.. havin a corona  won 100 bucks woo! lol i wish it woulda been 100,000 instead :-/   "
18991,wife and kids have made it to san antonio...almost to corpus!  praying for safety the rest of the way.  guess i'll watch the game alone   
26274,"playing at the haven tonight with cassandra wilcox, patrick bell, ben bloss, & bucket of nails! doors are at 8pm. 21+: $6, under 21: $8!   "
14032,my hips are too wide to rock those mario kart shorts  why couldn i have the bone structure of a 12 year old boy?   
1635,"holy shit it's super sunny, friday and whitsun, my tube is deeeesearted. wish i was in the park     "
30061,"bout to have dinner with the homies. t.g.i fridays takout, headed bak to the spot.   "
32341, awww wish i was there! have a brew for me b!   
4637," i found it, i added it, but it's still blocked!   "
31907,starbucks with mother   
35158,i'm going to try to get some sleeeeeeep. goonight twitter  have a nice mother's day.   
35132, like you're not enjoying the hell out if it.   
162,is still missing her husband.    i really want him home.   
16742, me too tatiiiii!!!   
20554,is sooo waking both of them up on my way back to sb  good night america   
39607,"early bird gets the worm.  and in my case, birder gets to witness the carnage.   "
5811,"final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? certain females paranoid about bo   "
15321,leaving wildwood tomorrow  but luke says we will be back soon!   
38078," yes super lakas ng ulan. buti nalang i have a red bandana, body ko lang ang wet look  hahah!   "
19703,"also i popped the phone open and got all that goddamn dust out, but i wore out a clip on the camera panel so i had to glue it shut   "
23378,found any decently priced breakfast yet? i hope you do     
12652, one of the usual 2.   
30434,watching sex & the city at my brothers soccer game. i have totally defited the purpose of coming.. hehe   
12483,  i have no idea!   
1820, mine too   
31901, no u miss me !!!!! lol   
34584,? already finished chatting . haha ..  ?   
31673,i hope mama likes her mother's day present   
36752," oh, left off the  smiley face so you knew i was kidding.   "
29270,leaving the beach .. having a great day with vicente .. we needed this time together   
17999,wow 2 months since i've been on twitter... supposed to go see maat in pa but the james is sleepin   
4212,my hair looks really bad  first thing i'm doing is washing it when i get home.   
28373, i just got my jagk shirt in the mail! omg i love it!!!  see you saturday!!   
14570, soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page   
27498," you're following ellen, oprah, and... me! i'm honored!   "
10781," nooooooooo....u never call me anymore  lol...but, i've been good too...rick ross is in town, might go 2 his show 2nite ;-)   "
35369, anytime from now on lol. i'm just reading and stuffs   
28130, i'll put your name on the list   
5661,why do you hurt me? does it bring you joy to see me cry? you know i love you more then anything and yet u break my heart everyday!   
23829,wooooo!! twitterberry is working again!! good morning everyone   
36483,"ordering pizzas, watching diggnation, trying out tweetdeck. all is good   "
7762,my computer is broken   
1573,is up so early and proppa shattered and knackered   
15297, whoa... if the alcohol won't get you buzzed... the price will   
33530, enjoy the ride   
34889,happy mothers day to all the mommys.   
19849,waiting for the dang pizza to cook. it's almost 9 and we still have not eaten wifey fail. did i mention i feel like crap   
33772,goodnight to all   
21728, that frenchfry-corndog looks so delish! i want!!  welcome back to seattle!   
17476,believe it or not i'm a super geek   
27254,hey dasit thanks for the message   
14202, i havent been out west since 07...i think i picked a bad wknd b/c its overcast out here tho   
21382,  i think that's the muji stabilo.  because she was eyeing mine last week.   
13017,false alarm on the house   
19194, and i have cheese and no chips.   
11659,time to get ready for work   
13848, yeah unfortuantley  sam hanks crap bowl that he like rolled along the floor got me out  grr   
28444, hi gov!! how are you?   
2668,all of a sudden i'm craving broccoli and cheese soup really bad...  oh the hunger   
17400,"okay, so the only reason i'm not buying this app is because i hate ea and all that it stands for. simcity rocks though.     "
17496," very cute - i don't think i can make it to makerfaire, sadly   "
1014," good idea brain, you can't not be on twitter...   "
13118,cant find my red lighter that reminds me of amy   
17640, i hate it   
23516,fight club 10th anniversary re-enacting. nice tattoos     
4248,its so sad   
15736, burst my bubble!   
3435,damjust finished watching prison break: the final break...omg i dont think i've cried so hard for a show..finally understand the finale   
5622,gardening stuff i ordered got returned to sender because it was damage  need to work out how to get to a garden centre.   
7665,thirty minutes turned into three hours. oops   
36307, my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk   
3188,looking for photo inspiration. but everything i want to do required more space than i have   
21745, if you mention this twitter group to your followers i would be very grateful   
39299, happy hot mamas day!   
23860, tomorrow night would definitely work   
18731, that's not good to hear!  i hope everything is fine..i will keep you & your family in prayer! i love you isabela uribe   
19475,got new sneaks today..can't wait to break them in..stupid rain   
11079, i need a hug! im moving house all by myself and im majorly stressed   
19843,whats is up with me! i am spilling everything   
3704,omg its so gross out. no  relays tonight!   
29657,nursing my scratches and bumps from festivus mud wrestling. i swear there's still dirt in my hair but a good time was had by all   
19553, no dice...i searched it in the help area...just a problem some people have.  it would have been hot...oh well   
33320, yoko ono - ben lee  - ?  it's easy.   
22728,  morning guys!   
33246,watching look for a star with mom again  lub ah c hehe   
36906,"porridge with nutmeg, rasberries and honey  mmmm   "
15199,"just got done with my first day of work and is exsausted, sweaty, and chalky.   "
21756, yeah i can tell ha ha.   
16533,ugh! my teeth hurt! its taking the enjoyment out of jack-in-the-box.   
25767,good morning everyone!  nice to see you today!  hope you a wonderful and funny day!   
4753,i'm feeling very alone at the moment   mh..i'm going to leave now.   
32376, you & chicken soup & i'll be good!   
37898, just printed my mom an amazon gift card  for happy mothers day talk about last minute.   
33371,wants to increased my karma ~     
7988,bit devastated that i lost my entire documents folder on my home computer.   
22057, no probs(: and yeah im still sick. no school today  lol. feel really crap but thats because im dancing lol . thanks   
21154,chill`n with the babez   
20155, is it possible to a have phobia of phobias? afraid to look at list.   
24870," mine was good, wet but good   "
15289, no i didn't   
7985," sadly, no. now david tennant has left i don't particularly want the job anyway   "
18841,taking willy to the specialist...poor dog! he has to get a ct scan cos he can't walk properly atm   
